,star,comment
1304,2,空有古蹟的外表，但附近環境凌亂不堪，周圍的木棧道也沒有維護。
1305,2,星期六下午在這邊，但是我沒有看到像老街的樣子，似乎老街已經不老街了，去隔壁吃個冰吧!隔壁也有一個看起來不怎麼維護的貓咪街梯
1306,2,中看不中用的橋，除了風景美麗沒有其他優點，常出車禍設計不良，路標迷幻，不熟此處的人都會迷路或撞上棒棒糖。
1307,2,台灣到底為何一堆客家文化館？不只興建，後續營運費用更嚇人。但閩南、福佬、台灣文化館有幾間？
1308,1,感覺好無聊的地方，因為其他園區都在整修，卻沒有告知，還好有趕上時間看一場很棒的原住民表演，門票150 不貴，但絕對不會想要在來第二次
1309,2,來了一小時都挖不到蛤蜊的。海風很強，吹久頭會痛，要保護。沒有廁所，水。要自備唷
1310,1,非常不友善的環境。為了視野好的座位，要提前40分鐘排隊。我真不懂如果是老人或小孩怎麼耐得住體力在太陽下等待?
1311,2,以前只聽說很靈驗香火很盛。上次去金山時間是晚上八九點吧！靠印象卻找不到。用谷歌導航才找到在。騎車上山去時已關廟門休息了。
1312,2,從北往南過去，出了隧道口不能直接左轉，要往前4.1公里才可以迴轉開回來右轉進去，停車費小車一台50元 入門票一人40走不到10分鐘步道就走完了，啊真是.........無言
1313,2,市集攤位太少，而且從大稻程碼頭坐到淡水碼頭不可使用悠遊卡要付現金$300元太貴了
1314,2,後面的一片草地上的景觀佈置破敗，沒整修維護。店家人員也無主動招呼介紹，冷眼旁觀，氣氛怪怪的
1315,2,"店員服務親切..位子不多,,.但普通 湯底沒柴魚、筍絲、蒜酥 個人覺得很一般 沒必要排太久 (sop沒有很順) 蚵仔有新鮮 因為吃過更優的(在三重力行路還有附九層塔、香菜、蒜泥非蒜汁隨便你加)"
1316,2,花了200元，沒什麼好看的，環境乾淨，但是跟金車水產太相似
1317,2,沒有規畫，社區居民沒有很友善，感覺當時決定這樣行銷應該很匆促，想吸引人潮，但卻沒有效果，個人覺得不是很推薦的點
1318,2,這次來還蠻失望的，因為號稱環湖步道，卻只有一小段可以走而已，根本無法環湖啊？
1319,2,全部圍起來，無法靠近，另一區要收費，真是奇怪的想法，走一圈半小時，可惜了。
1320,2,這種型態船遊加吃食是還可以，提供的菜色也還算新鮮，但導覽小姐素質要加強，內容也乏善可陳，外傘頂洲完全沒有可看性又都是垃圾
1321,2,一年不如一年，巡完魚攤後，看到鋪底的冰塊流出黃色的水時，心想真的須要在‘’黃魚‘’身上再抹上黃色染料嗎？更別說看見許多架上不同魚體那塌陷泛白的魚眼，怎會變成這樣呢？讓我稱讚的就剩這家碳烤魷魚……碳香十足口齒留香。
1322,2,附近只有這個公園，罐頭設施。最討厭的是很多來下棋的老人會抽煙，完全不管附近有沒有小孩
1323,2,已經沒有任何攤販小農在這販售，裝置藝術也已經褪色損壞，只剩天然的林蔭大道和農田可以拍照
1324,2,兒童節的禮物排隊人潮真的很可怕。除了在市場的對面，逛市場累了可以休息。樹很多，還蠻涼的。之外，還真的不知道這個公園能幹嘛。
1325,2,停車場離步道有段距離，門票100說是門票，基本上是覺得是接駁車資， 園區門口無人驗票。園區極小，天空步道極短沒人控管人數安全堪慮。
1326,2,"有點失望...不是這麼大遍的花海，需要爬上堤防才拍得到,剛好問的在地人都不太知道...."
1327,2,感覺沒有什麼內容可以看，只有一個冰品部可以買冰吃，屬於一次性景點，不推。
1328,2,一個有趣的地方，但不幸的是由於一些修復......這次參觀僅限於一棟建築（寺廟），並且您支付了全價。沒有看到任何信息讓我們知道一切都很接近，除了寺廟。所以有點令人沮喪。我的建議是：等修復完成後才能進入所有建築物。
1329,2,在明台高中內，門票100，很小間10分鐘逛完，有一些古物CP值不高，沒有很有興趣不用特地來
1330,2,連解說牌不見了，可見維護有多糟。來這裡的人多半是來攀爬金面山 (剪刀石)，偶而可以遇到在這而爬山的長者會介紹這裡的岩石節理等，稍解公家機關的不足。
1331,2,走路要小心 不注意的話會踩到地雷 花錢去整修結果好像變成 遛狗大便場所
1332,2,排隊人潮多，煎台上的東西隨便煎ㄧ煎，蘿蔔糕米腸，芋頭糕，吃起來的口感差
1333,2,典藏當然是很棒，但建築外觀沒有維持乾淨，導引標示不明確、動線不良，耳機導覽前也沒稍作說明，有些疑問都要自己提出來，整體感覺對長輩不友善。
1334,2,場地很好，可惜缺乏相應的文化活動支援，與周圍的聯動貧乏，孤單又讓人惋惜的景點。
1335,2,探望友人途中， 純粹路過，沒入園區內。從外圍觀園內相，判斷歷屬於20年左右園地。沒仔細看，是否有人在綠色園地走覽著 .....
1336,2,買了一些海鮮代煮，入口比較明顯那一家，口味不是很喜歡，蠻鹹的，價格也不算便宜，環境髒亂，滿地水..但也只有1-2家選擇漁貨中，蝦子有一股怪味，魟魚也料理的不太好，總之..是一個有來過就好的地方
1337,2,高跟鞋沒實質可持續吸引人的點，只沒有幾年，多少攤商店家倒的倒，關的關，個人覺得沒特地來遊玩的意義，除非是要來這坐船去外島的
1338,2,不太推薦專程旅遊的景點，建築破舊，也無任何特殊之處，感覺就是要來就來，不來拉倒的地方?
1339,2,沒花，只有綠油油草。金針山休閒農場感覺沒在經營。要來看金針花，建議先上網查詢或詢問。因為沒花拍，只有寫文字。
1340,2,假日找不到停車位，人潮多，幾個水族箱而已，互動設施都要另外再付錢，離主題館又很遠
1341,2,只點了三份點心，結果等了半個多小時，工作人員太少，基本上都在做飲料和外帶
1342,2,不知所謂的星座公園？ 適合親子？ 設定上就很尷尬的一個公園，不適合一般年輕人的遊樂場，也許有一些適合小孩的遊樂器材， 但整體規劃很空洞。 開始啟用應該是最近幾個月的事吧，可是地板部份已經處處裂縫，高低落差在陰暗的燈光下，很容易忽略，希望不會有年長者被絆， 小心一點。
1343,2,在地人的好去處，放鬆一下散散步，不適合網美拍照，生態原始蚊蟲河水都沒有很乾淨，禁止烤肉、抓魚，沒有停車場，玩水河邊有垃圾，石頭也滿滑的，要來請三思
1344,2,普普通通，沒什麼特色，周圍好像也沒整理，雜草高到擋住四周的景色。
1345,2,111/4/1來海風很大(如颱風天)又漲潮，停車風沙塵土多，人站不穩，沒安全設施保護不宜太靠近岸邊，蠻危險。各位來海邊欣賞美景前最好查一下潮夕表！
1346,2,本來以為是像三峽老街鶯歌老街那種可以逛逛走走的，想不到沒有什麼攤販，真的就是一條普通的街
1347,2,原本期待的表演獎和太魯閣的美景不一樣。。結果讓人失望。沿著山谷的人行道走著，只聽見落葉沙沙作響，鳥兒鳴叫。
1348,2,門票四人需買四件商品才能折抵，東西也不便宜，商業化太重，場地又小，還好還有保冰袋可以換，但也就這個優點而已...小編:建議時尚保冰袋寫價值1000元哦
1349,2,雖說保留部分舊眷舍，卻見新架構與環境，已失眷村風貌，可惜，感覺只是口號喊喊。
1350,2,沒有好好規劃長滿野草並不方便進出來看一看拍張照就可以走人了
1351,2,買完門票等DIY就逛完了..感想就是沒什麼好逛diy價格380有點不值得門票250可以折抵150
1352,2,溜滑梯是水泥打磨不是磨石子，基本上滑不太動，就算用紙箱墊也很難玩。園區只有單槓跟兩個盪鞦韆，山路沒有停車位只能停紅線。總之來過一次就可以了
1353,2,兩顆星給整體環境，非採收季節來算滿舒服的。但餐廳櫃檯結帳人員的腦筋不太靈活，打卡活動要求拿消費紀錄去兌換，出示發票後卻說只認帳單，不是每個人都會帶帳單走吧?發票不是也能知道是否消費過嗎?臉臭翻白眼，行銷活動機制有問題，員工也搞不清楚
1354,2,行人從小客車停車場停車後，須穿過大型遊覽車停車場才能到園區，但未規劃行人步道，僅在園區入口處才有一小段的行人步道。安全堪憂，建議從小型車停車場開始規劃行人步道園區！
1355,2,連接著兩旁自行車道的小吊橋，路小條不易停車，下面的河流也有異味，雖然有重新彩繪過，假日也沒什麼人潮，不值得特地前往
1356,2,門票200，送一隻扇子，因為Q_Q沒有冷氣ㄚ！所以這邊不適合溜小孩，也不適合夏天來，適合寒流來襲時來，才不會熱。
1357,2,cp值不高的景點！！覺得收20塊比較ok！！專程來可能會有點失望！！蠻意外的是賣門票的地方比較美！！
1358,2,買飼料就可以入場這點相當實惠，不過比較像是放一些動物就變觀光農場的概念，裡面的動線以及動物居住地方都不是很優
1359,2,這裡賣的乖乖比南迴驛站還貴。讓人有種狂敲觀光客的感覺。再也不會進去這了。
1360,2,腹地小，就幾家店賣東西，能逛的不多；園區內路小條不好會車。
1361,2,要自備防蚊液，阿公阿媽級的服務員，熱情?鄉土?純樸?怕熱的小朋友不建議來
1362,2,雜草叢生，久未經整頓，不時見年輕人在池塘裡捉魚，真是可惜了那麼好的地方。
1363,2,"一上樓就一直推銷diy課程，結果冰粽DIY就是把冰麻糬包裝起來,問有沒有參觀行程說工廠休假什麼也沒有，真的讓人很?眼，只是想試吃和買東西再來吧"
1364,2,和女兒一家人第一次光顧，做一些評論：食堂套餐，湯不熱，主菜鮭魚雪魚太小，副菜單薄。 炸鮭魚片都是下腳料，咬在口裡滿嘴魚刺。
1365,2,刻意經營規劃的日式溫泉區，公園有免費足湯，公共浴池後方積水發臭，不泡湯可以省略的景點
1366,2,地方小 大概六棟建築物 走道不寬。規定不能吃外食。內裡卻販賣冰棒 到處是人邊走邊吃，卻不能帶外食。門票高。 展示畫作少。 不喜歡的行程
1367,2,泡芙一個80元 草莓蛋捲~250元(咬下去第一口感覺像是放了很久的口感) 草莓冰淇淋70元 總之，東西貴，品質也不如價格上的CP。
1368,2,來此不止是被騙來的.可能是建商的傑作.不信你來看了之後.看是什麼感想?
1369,2,園區沒有溫泉水可泡，也沒公告感覺很不舒服，入園停車200元也沒有收據
1370,2,東西是好吃，但是越漲價份量越少。以前方形紙盒裝還會蓋不太起來，現在圓形餐盒空到綠色豆豆四散（我最愛的香菇也被綠色豆豆取代）。
1371,2,140元入場歷史博物館，感覺館藏內容很貧乏，但是很認真說故事，看著未來會成為歷史的文物，想問，這是原版授權商品，還是盜版的呢？
1372,2,應該是很好的公園，但缺乏維護、保養，連草都沒有修整！實在可惜~
1373,2,入場要停車費加門票，門票抵消費但是限制很多。變像的如果要抵都要花更多錢，索性放棄了。步道很短，沒什麼美感，可能天氣沒有很好。有來過一次就好了。
1374,2,整修中，預計9/6完工，10/7到訪的me，還在整修中?是要？？？？？
1375,2,春節假期下午來到這，很訝異人潮這麼少，很短的老街一下子就逛完了
1376,2,沒規劃停車位?只有附近的私人坑錢停車場，導致完全懶的下車了，可惜
1377,2,停車標示不清，不怎麼提供試吃，感覺不用多跑一趟過來，直接在其他通路買是一樣的。
1378,2,園區略顯無聊，就種了幾棵可可樹，沒有什麼規劃互動！體驗手作巧克力一人300，大概20分就結束。大概10分鐘可走完整個園區。
1379,2,不好停車。原本要進去買滷肉飯的，看到不好停車又人一堆，最後放棄，買阿田滷味後直接回家。
1380,2,隱藏在荒郊野外人煙稀疏的地方，似乎有開發，可能是經費不足或其它因素，路況差、沒有設備
1381,3,新的景點，淋浴間有附沐浴乳跟洗髮乳。缺點是停車場位子太少，露天的人很多很吵雜，還被蚊蟲叮咬了三個大包，癢了好久。
1382,2,2021/5/2，部分路段維修中不是很方便，所以後面要走砂卡噹隧道中的人行道！雖然是不同的體驗，但感覺有點奇怪，目前只能給兩星。路修好的話，看倌自行再加一星。
1383,2,公園的規劃安，公園的建設，都做得非常好，照理說這應該是很棒的公園，很可惜管理不及格，遊民佔據了通道和走廊，廁所臭氣沖天，不知何時才能恢復原來漂亮的模樣。
1384,3,台11線停車，google指導路都封閉，走不下去只能從遠處下海岸，再走30分才能到。
1385,2,被台中市政府文化局編列為歷史建築的一座碉堡，據說是二戰所留下來，地圖上標示著【東海古堡】，從字面來看有點誤解之外，朋友說當地人並不喜歡這座碉堡，感覺有點陰陰的，基本上和戰爭有關聯的建築，總會流傳一些奇怪的事件，單純機車環島路過拍照紀錄。
1386,2,"""除非“飛上天”，還以為有“瞭望臺”，結果是沒有，只看到“鹽田”，但看不到“扇形”。除非“飛上天”。在鹽田之中央造一扇形“生命之樹”的裝置藝術，沒有其他設施。扇形鹽田的放射角落處，正在建造類似公園。看起來目前正在美化建設中。"""
1387,2,說是步道，其實都是水泥地鋪成的，一堆汽車上山下山，車道狹小，人走在旁邊要一直讓車，根本沒辦法好好欣賞風景。
1388,2,孩子的社會課提到這裡，放暑假時特別安排來台南，結果看到因為抗旱所以停止戲水，吼～今天白來了。至少也要用FB公告一下呀！
1389,2,蠻普通
1390,2,開始收門票了，原本沒計劃要來的，路過看看，門票150，折抵消費50，吃的東西有點雷，園區感覺也沒什麼規劃，感覺像是去了個比較大的收費公園散步，不推薦花門票進去
1391,2,已經不能深入，目前是軍事管制區。 後段的路很小條又破碎，到最後還會變off road。騎機車勉強可以進來，開車就不推薦了。
1392,2,這條巷弄在地圖顯示能夠通行的，店家卻前後設置柵欄，如果屬私人土地，應大路口就告知用路人此路不通私人土地。
1393,2,"公園是很棒,假日人多！雖然多了安坑輕軌可到，可是下車後至少還要走10分鐘沿路沒規劃好,行人單車都需走在車道很危險！尤其是有推嬰兒車的更危險！過低隧道後安業路上也沒紅綠燈讓行人安全的過去公園,真可怕!"
1394,2,這是我登過「設施」最多的山頂，一座歌功頌德高聳的銅像，佔去不少面積。視野狹窄，勉強看到101和白石湖吊橋，整體景觀令人失望。此次打印過後，實在想不出再來的理由。（2018/02/20）
1395,2,"道路狹小,會車不易,單純賞景,失望而歸,等下次稻穗結滿,再換機車前來"
1396,2,可觀賞的河道區域不大，景觀設計有些單調，整片區域連同週邊商圈完全都是外勞聚集。雖然感謝他們對台灣經濟的付出，但影響周圍環境衛生跟噪音安寧也是事實。
1397,2,很小很小的一個景點，很有特色只是太小了，旁邊不是很乾淨，而且有點荒涼
1398,2,坦白說，沒什麼可看的...批量生產的紋身和一些普通的食物。
1399,2,蠻不值得
1400,2,高大的樟樹神木，稱為水尾神木，與水頭神木遙遙相望卻怎麼也走不在一起，千古至今是一份無法完整的遺憾！水尾神木路牌指示不清，現場靠一座木梯到達，但木梯已損未修且已圍上危險標示，需穿越住戶巷弄才能到達。
1401,2,一進去就開始推銷蠻煩人的，多是賣養生茶類的不喜歡的大概十分鐘就可以了逛完了，整體沒甚麼可參觀的
1402,2,感覺滿失望的，一大片光凸凸的草坪，雖然修剪得很整齊，但是植栽過少，沒什麼特色。
1403,2,冷氣是沒有很冷，平日沒人時適合0-3歲寶寶耗體力的地方，假日的小朋友很多，尤其是年齡比較大的小孩子，就不適合小嬰兒玩，另外，感覺那些玩具從來沒有被清潔過，地板上也都是頭髮，衛生堪憂
1404,2,地點難找，標示不清楚，去的時後是一月初，有些裝置藝術已破損，順路去拍照還可以，不值得專程去。
1405,2,不用門票，好停車就給星。裡面有關於蕉的知識。但大老遠跑來沒有香蕉霜淇淋，也沒有告示牌說沒有賣，感覺好差～。香蕉霜淇淋1支70，2支100。這邊的香蕉放在「觀光」工廠裡，價格就變得比較貴了～
1406,2,覺得小粗坑古道很不好走，大小石頭很多又陡，都沒涼亭椅子可以休息，走到一半就回頭了。
1407,2,有點無聊，可能是我去的時候(10月初某個禮拜天下午)剛好沒什麼店家開，也沒什麼活動。
1408,2,具歷史氛圍，可惜已長期缺乏維護管理單位，大門緊閉，雜草叢生，建築物也逐漸衰敗凋敝。
1409,2,感覺就是下車尿尿，順便購物的地方。二樓故事館雖然有介紹，偏僵硬的文字圖片，無法感受及了解。
1410,2,不太確定評價高分是哪來的？可能是聽完導覽可以拿到免費的紀念品吧！介紹的阿姨語速很快，感覺很急著推銷...我個人是不太喜歡，進去出來大概10分鐘
1411,2,通往法雲寺，雖仍可通行，但雜草叢生沒甚麼規劃，且部分棧道損毀失修，蠻危險的。建議山友準備長褲、登山杖。
1412,2,若沒有帶小孩來，真的覺得收費150元頗貴。雖然有抵用券，但還限制兌換商品只能一樓層抵50元。重點商品都超過原本價值，抵用券不用還好，抵用完還是貴。乾脆不用。所以等於花了150純粹參觀很普通的工廠。要是有小孩有球池，溜滑梯是還不錯啦！但球池一樣要150元，可抵50
1413,2,蛋糕和餐點都很普通，價格卻不便宜。來了兩次DIY活動都是做造型巧克力，沒有什麼變化。服務生感覺沒有什麼熱忱，用餐氣氛差強人意，如果是想要享受悠閒美味的下午茶，應該可以有更好的選擇。
1414,2,步道很短，入口也不明顯，後半段橋樑已無法使用...整段路程大概10分鐘就逛完了，沒甚麼體驗感
1415,2,明明內部有無障礙坡道，但是外面卻全部圍起來，推車和輪椅都無法推進去。全區不大，景色又普通。
1416,2,228連假去的 很多設施老舊 馬也沒幾隻 建議不要進去浪費錢
1417,2,人多時，根本不知道動線，也沒有看到導覽地圖，對小學童不友善，欄杆太高，透明玻璃區太小，看不到動物。真的變很小，可以悠遊卡付費進場，這點很方便。停車場，假日很難停得到！
1418,2,滿短的路徑，如果單純走路不仔細看蝴蝶生態，大概10分鐘就逛完了
1419,2,不值得
1420,2,清泉部落有溫泉，自然景觀是很優美！但部落人造景點及周遭人為環境並不優，房屋及周邊有多雜草及垃圾，有種欠缺整理的感覺，是那種已沒落景區的氣氛，感覺住民對環境沒有維護的共識
1421,2,停車功能大於公園休閒意義，假日蠻冷清的，人數稀疏，飛禽比人多很多，紀念什麼看不出來，錢在亂花，拜託再補強吧！
1422,2,週末是否沒開？早上等到十點多還沒開門，也不見園方來人說明，有些被輕忽旅客的感覺
1423,2,缺乏規劃與用心經營，感覺不是很理想，廠房內屋頂有破損用塑膠布頂住，參觀時覺得有點危險，我們是假日去的，個人不是團體，所以沒有導覽的。
1424,2,門票一人200不能抵消費，兒童超過110也算全票，植物內容稍嫌簡單，逛個10分鐘就結束，15分鐘讓小孩玩遊戲，整體來說CP值很低，唯一至少停車不用錢。建議至少門票一半可抵消費，會比較提高CP值
1425,1,兒童戲水池有個滑水道，小孩玩得很開心。才能給1顆星。不然這裡環境欠缺整理，很像廢棄的地方，泳池處也沒提供泳圈打氣處，裡面商店區都關門，根本不值得得到星星！雖然目前門票只有100元 比以前便宜，但品質超差，不會再光顧！！
1426,2,老闆人很好烤蚵無限量供應，是一個參觀潟湖很好選擇，但是船上解說能力很差，未能為搭船烤蚵加分，只圖近利！
1427,1,公告因為工程整地，車子不能開進去，在豔陽下從停車場走進去～很遠，目測起來走到會出人命，就折返了。在攔車處詢問攔車的人，感覺以後只能走路了，真替那些沒有防曬裝備的遊客擔心。
1428,2,整個街區商店凌亂不整，沒有整體規劃，商品沒有特色，可惜了潭邊的美景。
1429,2,現場詢問小火車票價，對方不願直接回覆，只說上車後會有人收錢！坐上車後才看到貼著價格：大人100元，小孩50元。老實說...以沿途風景而論，這收費頗貴......
1430,2,規劃不理想，全部車輛人潮都擠在前方的冰品，後方比較乾淨整潔的園區門可羅雀，樹木也太少
1431,1,位於地下室，空氣不流通，1F大門還用塑膠簾隔開外在空氣，整個店面內味道非常潮濕。
1432,2,蠻不推薦
1433,2,"今天，2020/10/06,久無整理，雜草叢生，該整理了，落羽松季快到了，"
1434,2,看看動物吃吃小東西，不需要特別來的一個地方，島內感覺維護普通，設備沒有很新
1435,2,兩顆星跟門口可愛的石虎，園區內有很多可愛的造景可以拍，但是動線設計不優。園區內小黑蚊還超超超超多！好好整理應該會是很棒的景點，非常可惜！
1436,2,"在程爸餐廳用完餐後,聽了程爸的建議,到這來走一走,不是說飯後百步走活到99嗎?可惜的是落羽松的顏色並不是那麼鮮美,沒有讓人想多停留的感覺,有點失望"
1437,2,在下課時間想進去參觀，不料被門口的人員說學校不開放參觀...實在可惜......
1438,2,整個就是沒什麼。可以近距離看到風力發電機，真的很龐大的一座。風沙大，有工地在旁邊。講白話就是沒規劃。看看過些時候，會不會有改善。
1439,2,個人對於彩繪村不是很有興趣，且這裡貓的彩繪也很少，感覺沒啥好逛
1440,2,老街?什麼特色到哪裡都一樣，老街經營沒什麼想法，到那邊的老街基本上都是一樣就像複製的一般，沒有一點觀光特色，唯一的特色就是牛角麵包，但我也不愛。
1441,2,有點無趣的景點，真的要說的話，有啦，可以遠眺羅山瀑布，然後就沒有了。
1442,2,餐點CP值不高，夜景在坐位上也看不太到，除非步行到最前方或月亮藝術裝置那邊才可一覽。
1443,2,服務人員少不貼心，沒查覺要不要幫客人加湯，期待蠻失落的，肉品可以但是海鮮不好，不夠鮮。
1444,2,現在好像在整修，看起來有點沒有那麼好拍，一個路過5分鐘左右就結束了哈哈….真的不用久留
1445,2,不推薦
1446,2,老實說，我不確定這個地方是關於什麼的……非常小而且隨意。免費入場和停車。
1447,2,有營業時間，中午不知道為什麼要休息1小時，美其名要清潔但工作人員在裡面睡覺，超過時間也不出來，出來後也只是看一下又回去休息
1448,2,大多數建築物關閉，展覽有限，水站壞了，所以你甚至不能裝滿你的瓶子。
1449,2,從登山口至瞭望台，也停下拍照，第一次去的人只花20分，路程太短沒流到什麼汗，挑戰性差，步道好像沒人整理，還有舖設的石階有的已鬆動，水泥包堆放路邊已硬化，途中指示牌已無字，觀景台上解說牌也毀損掉落，深秋時節好像沒什麼蚊子
1450,2,看得出來 有些缺乏整理 草長的有點高 蚊蟲也不少 沒什麼遊客 變成當地人遛狗的地方了
1451,2,跟老照片對照，大雄寶殿的方位被轉了九十度，昔日日本禪宗的格局與庭園造景已不復見，空留記憶，如今只是一座普通的台灣寺廟
1452,2,門票成人一人150元，停車另收50元。有給50元抵用卷，但一樣商品只能抵十元，有些高單價商品可以直接抵50元。只有摩艾像和它附近的花區比較適合拍照。商店很多都沒開，擺飾很多都很老舊。服務人員的態度都很好。
1453,2,除了照相館跟佳興檸檬汁店以外，其他沒什麼人文也沒有什麼能逛的店家。如果是假日來，排隊人潮眾多，也會把拍照的2間老店擋住，真的頗無聊的。
1454,2,"很難停車，拜拜都不能臨時停車，合作停車場一小時50,60以上"
1455,2,先說優點：1.門票可以抵園內消費。2.雞蛋還蠻新鮮，吃起來甜的。缺點：1.設計很不親子，青蛙池鄰近用餐區，整股青蛙味。2.蔬菜體驗的高麗菜很老。3.動物區感覺很疏於整理，山羊空間沒很大。4.菜很鹹，尤其地瓜葉，又吃起來很老。
1456,2,Google 地圖上的照片就是全部了。不過照片拍的比現場好看，現場挺普通的。不推薦去。入園六歲以上每人兩百，不可抵餐點。假日要進去要等。餵水豚還要另外買30元的草才可進去。看起來像是哈比人的屋子的地方，從後面看有像墳墓。
1457,2,只是經過看見路邊彩繪牆，下車拍幾張照後.....快閃，真的沒什麼可讓我在此多停留一下下地 …
1458,2,難得保留下最後一絲的彩虹眷村，畫作大部分都已不是眷村爺的畫了。周邊大樓也都快蓋好了，蔚藍的天際線填滿了大樓。前面的馬路還是一樣顛簸難開。很多外國遊客，怎麼拍都是人。
1459,2,請大家注意，暫時別白跑一趟！ 目前是完全沒有開放的！我們看了評價以為平日可參觀，但到了現場，工作人員說五月後才會開放，之後也要記得先預約，話說既然要休館好幾個月，應該要更改營業時間才對。
1460,2,步道小小一個，有點傻眼，看到的景觀雖開闊，但並不特別令人驚艷。感覺得到政府規劃的用心，步道的品質及維護情況不錯，可惜月底就要停止開放了，希望往後可以更細心作更長遠的考量，否則建設不易，完工了又停止營運，白費了起初一番美意，也對環境造成不小的負擔。
1461,2,展覽空間蠻小的，特地來買茶葉蛋，但可能生意太好，拿到的都是水煮蛋的概念...我還貪小便宜買了6個55元...早知道就買兩顆就好。飲料點少冰，不知道是哪個環節的東西是熱的，搖一搖後變溫的，傻眼。
1462,2,這個點很冷門，停車還OK。大約晃個10幾分鐘就結束了。有迴轉樓梯，不過上下要小心。有一個小炭坑。旁邊有宮廟。
1463,2,蠻差
1464,2,沒來過 來看看 評價不如預期 只會來一次 不如去陽明山走走 無法跟日本的花園比較 言過其實
1465,2,在一條隱密巷子 但完全找不到石敢當這名牌 不知道是不見還是怎樣
1466,2,以前公園很乾淨，看起來都很整潔，現在公園雜草茂密，無人修剪，有些坐椅都被草包圍了，管理單位也放任，不去管理，可惜的小半天。
1467,2,有集章活動也沒有提前告知，餐點上菜時間有點久，工廠部份因假日休息所以也都沒什麼東西可以看，商品部份也比市面上超市貴
1468,2,強烈建議各位朋友～買紅蟳時多幾秒考慮，或是跟蟹販議價。半斤大小螃蟹報價卻已斤級螃蟹報價。也不建議相信自稱自家漁船捕撈紅蟳。
1469,2,天狗庵遺址，離捷運站近，交通易抵達。整理修繕過，看不太出原來的味道或意義價值是什麼，滿可惜的。害我還特地跑一趟結果很傻眼，這啥？史蹟。感覺像硬弄出來的景點。建議加些人文介紹，將值得紀念的點凸顯出來，讓參觀民眾瞭解保存的價值與緣由更有意義。整體評價走過路過錯過不可惜。不要懷疑，照片就是全景了。
1470,2,雖然二樓有展示廳還不錯，但是麻糬價格實在太貴。在花蓮火車站前買綜合麻糬只要100元，這裡賣150元，其他也賣貴貴。感覺很盤，希望其他觀光客不要受騙。
1471,2,初到聞名已久具有歷史文化資產舊神社牌樓（敘述歷史文字斑駁模糊不清 維護的很差）街道資源回收髒亂不堪與老街形象強烈對比~剩下小有名氣幾間的店家支撐~沒有大型停車場~公廁~有改善空間！
1472,2,平日午後去都沒啥人，好像有點荒廢的感覺，怕人擠人可以到這走走。
1473,2,具文化特色 可惜附近不知道是不是養豬廠的惡臭讓人難以親近 尤其夏日高溫尤甚
1474,2,沒人再管理的地方，二樓也都髒兮兮的樓梯的木頭感覺隨時會斷掉
1475,2,很可惜～越來越沒有特色的觀光魚市場了……
1476,2,差
1477,2,環湖步道有一半的地方在施工，施工的這面全部水上都有垃圾。但另一面的步道非常好走，只是有一半的湖面全部都是蓮花絆在湖中。覺得太大片需要政府修剪湖中的這種繁殖過剩的植物，不然有點可惜。
1478,2,沒什麼好逛的，就像一般的公園散散步。打掃環境的人沒有同理心，吹的塵沙到處飛。
1479,2,蠻空洞的，印象中最有趣的幾項體驗活動只剩颱風體驗，體驗完看一下恐龍化石就離開了。
1480,2,跟往年比起來，今年的海芋季挺令人失望的，展期都要結束了，海芋還是「還沒長大的海芋寶寶」裝置藝術也沒往年用心
1481,2,景點是很好，然而，環境大打折扣，地板也破洞，很危險！下海邊之便道，太窄，飛沙深層之厚，很難行走，希望能改善？
1482,2,地形惡劣，下到河床，沿溪前進300m，右上切回到林道，沿途有布條。
1483,2,3歲以上都要100元門票，雖然可折抵消費，但一份餐點只能折抵一張，真的不太划算。環境算優美，但地方很小。
1484,2,除了宗教之外，其餘超無聊，很少遮蔭，夏天超熱，尤其是天空步道，像是鐵網烤肉一樣。
1485,2,不大適合玩水，網路介紹還是要篩選，並且有濃厚豬塭味道，讓人無法久留，蠻失望的。
1486,2,建議不要雨季或下雨天去，有你滑的，南行烏山過後，路徑不明，蚊蟲螞蝗很惱人，謝謝善心人士的整理環境
1487,2,喜歡不同地方的物體。有很多中國人和韓國人挺無禮的，比如不按輪到，在拍攝前穿過，站在拍攝的地方，要小心。
1488,2,不是不喜歡，兵馬俑展覽很用心，不過跟酒廠似乎不搭。多多舉辦活動，吸引人氣，不然空間偌大閒置不用可惜了
1489,2,免門票，可是裡面好無聊，只有餐廳、樹蔭沒有整理，小孩遊樂區只有小小溜滑梯，沒有清潔。拍拍照晃一下，可預計停留15分鐘。首作當天不清楚，星期六下午到訪只有2組遊客，沒有手作遊客。
1490,2,都被店家佔據了，單純想看夜景沒有地方可看，必須消費才能看。
1491,2,一堆外勞騎電動車鑽來鑽去。阿公阿媽小孩運動休閒時要小心，危險！危險！
1492,2,彩繪已褪色，河堤小路幾乎無法停車或要走一段路，機車還行，不值得特地開車來～除非像我一樣無聊
1493,2,沒草莓可採，想去採蕃茄但感覺規劃的不是很好，蕃茄狀況也是很差，只好離開了。
1494,2,蠻爛
1495,2,沒什麼玩樂設施 對兒童來說安全度也不夠，場地器材已殘破像補釘公園
1496,2,入場門票三歲以上需購買全票100$，可折抵消費，要消費的話低消是200$包含小孩子，園區蠻小的就是…覺得不是很值
